"acttime"	"censor"	"hcomm"	"hfloor"	"scomm"	"sfloor"	"prespart"	"demhsmaj"	"demsnmaj"	"orderent"	"stafcder"	"prevgenx"	"lethal"	"deathrt1"	"hosp01"	"hospdisc"	"hhosleng"	"acutediz"	"orphdum"	"mandiz01"	"femdiz01"	"peddiz01"	"natreg"	"natregsq"	"wpnoavg3"	"vandavg3"	"condavg3"	"_st"	"_d"	"_t"	"_t0"	"caseid"
"1"	37.4465789794922	1	-0.222000002861023	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	18	1043	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	1	1	37.4465789794922	0	1
"2"	84.2958908081055	1	-0.222000002861023	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	3	1043	100	0	0	0	0	0	0	0	0	0	0	1	4	25.25	0.75	0	1	1	84.2958908081055	0	2
"3"	15.3863000869751	1	-0.222000002861023	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	2	1043	1.29999995231628	1	0.150000005960464	1	134882	3.03999996185303	0	0	1	0	0	9	100	4.25	0	0	1	1	15.3863000869751	0	3
"4"	46.1589088439941	1	-0.222000002861023	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	19	1043	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	1	1	46.1589088439941	0	4
"5"	50.860279083252	1	-0.212999999523163	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	23	1029	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	1	1	50.860279083252	0	5
"6"	22.3561592102051	1	-0.226500004529953	-0.0549999997019768	-0.36149999499321	-0.0920000001788139	0	1	1	10	1163	445	0	0	1	93293	13.3000001907349	1	0	0	0	0	1	4	12.5	0	0.333333313465118	1	1	22.3561592102051	0	6
"7"	14.0054798126221	1	-0.226500004529953	-0.0549999997019768	-0.36149999499321	-0.0920000001788139	0	1	1	9	1163	445	0	0	1	93293	13.3000001907349	1	0	0	0	0	1	4	12.5	0	0.333333313465118	1	1	14.0054798126221	0	7
"8"	17.9178104400635	1	-0.264999985694885	-0.0549999997019768	-0.322499990463257	-0.0920000001788139	0	1	1	2	1237	0.720000028610229	1	0.0274999998509884	1	70313	33.9000015258789	0	1	0	0	1	0	1	0.75	0.25	1	1	1	17.9178104400635	0	8
"9"	28.7342491149902	1	-0.145999997854233	-0.0820000022649765	-0.35699999332428	-0.0920000001788139	1	1	1	7	1550	46.3300018310547	1	0.0203000009059906	1	599591	3.07999992370605	0	0	0	0	1	47	2304	94.5	5.5	1.66666698455811	1	1	28.7342491149902	0	9
"10"	2.33424711227417	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	14	1608	0.219999998807907	1	0.0579000003635883	1	123767	9.0600004196167	1	0	0	0	0	24	625	344.25	1.5	15	1	1	2.33424711227417	0	10
"11"	3.0246570110321	0	0.213499993085861	0.153999999165535	-0.010499999858439	0.114000000059605	1	0	0	23	1796	0.219999998807907	1	0.0579000003635883	1	123767	9.0600004196167	1	0	0	0	0	24	625	326.25	3	8.33333301544189	1	0	3.0246570110321	0	11
"12"	12.8876695632935	1	-0.226500004529953	-0.0549999997019768	-0.36149999499321	-0.0920000001788139	0	1	1	3	1163	0.109999999403954	1	0.0219000000506639	1	120817	7.96000003814697	0	1	0	0	0	56	3249	124	8.5	1.66666698455811	1	1	12.8876695632935	0	12
"13"	15.8794498443604	1	-0.212999999523163	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	2	1029	9.1899995803833	1	0	0	0	0	0	0	0	0	0	13	196	9.5	0	1	1	1	15.8794498443604	0	13
"14"	2.86027407646179	1	-0.179000005125999	-0.0570000000298023	-0.36149999499321	-0.0869999974966049	0	1	1	1	1053	20.6000003814697	0	0	1	24692	2.29999995231628	1	0	0	0	0	0	1	7	2.25	2	1	1	2.86027407646179	0	14
"15"	27.4849300384521	1	-0.256000012159348	-0.0769999995827675	-0.35699999332428	-0.108000002801418	0	1	1	3	1368	54.3199996948242	0	0	1	9666	3.59999990463257	1	0	0	0	0	0	1	2.25	0	0	1	1	27.4849300384521	0	15
"16"	6.96986293792725	1	-0.145999997854233	-0.0820000022649765	-0.35699999332428	-0.0920000001788139	1	1	1	2	1550	20.6000003814697	0	0	1	24692	2.29999995231628	1	0	0	0	0	0	1	7.75	3	0.333333313465118	1	1	6.96986293792725	0	16
"17"	21.1397304534912	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	2	1608	54.3199996948242	0	0	1	9666	3.59999990463257	1	0	0	0	0	0	1	0.25	0	0	1	1	21.1397304534912	0	17
"18"	10.9808197021484	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	1	1608	54.3199996948242	0	0	1	9666	3.59999990463257	1	0	0	0	0	0	1	0.25	0	0	1	1	10.9808197021484	0	18
"19"	14.0712299346924	1	0.213499993085861	0.153999999165535	-0.010499999858439	0.114000000059605	1	0	0	6	1673	9.1899995803833	1	0	0	0	0	0	0	0	0	0	13	196	21.75	1	0	1	1	14.0712299346924	0	19
"20"	12	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	5	1608	9.1899995803833	1	0	0	0	0	0	0	0	0	0	13	196	12.25	0.25	0	1	1	12	0	20
"21"	11.6054801940918	1	-0.145999997854233	-0.0820000022649765	-0.35699999332428	-0.0920000001788139	1	1	1	1	1550	0.600000023841858	1	0.0153000000864267	1	37832	2.70000004768372	1	0	0	0	0	0	1	13.5	0.5	0	1	1	11.6054801940918	0	21
"22"	31.1671199798584	1	-0.179000005125999	-0.0570000000298023	-0.36149999499321	-0.0869999974966049	0	1	1	1	1121	140	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0.333333313465118	1	1	31.1671199798584	0	22
"23"	13.1178102493286	1	-0.212999999523163	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	2	1029	76.1100006103516	0	0	0	0	0	0	1	0	0	0	0	1	3.75	0.25	0	1	1	13.1178102493286	0	23
"24"	5.81917810440063	1	-0.179000005125999	-0.0570000000298023	-0.36149999499321	-0.0869999974966049	0	1	1	1	1121	0.100000001490116	0	0	1	181077	3.40000009536743	0	1	0	0	0	10	121	0	0	0	1	1	5.81917810440063	0	24
"25"	12.2958898544312	1	-0.264999985694885	-0.0549999997019768	-0.322499990463257	-0.0920000001788139	0	1	1	4	1237	0.0399999991059303	0	0	0	0	0	1	0	0	0	0	0	1	2.25	0	0	1	1	12.2958898544312	0	25
"26"	13.4794502258301	1	-0.256000012159348	-0.0769999995827675	-0.35699999332428	-0.108000002801418	0	1	1	4	1423	100.849998474121	0	0	0	0	0	1	0	0	0	0	29	900	0.5	0	4.33333301544189	1	1	13.4794502258301	0	26
"27"	31.068489074707	1	-0.181500002741814	-0.0094999996945262	-0.0804999992251396	-0.00899999961256981	0	1	0	23	996	445	0	0	1	93293	13.3000001907349	1	0	0	0	0	1	4	6	0	2	1	1	31.068489074707	0	27
"28"	14.2684898376465	1	-0.179000005125999	-0.0570000000298023	-0.36149999499321	-0.0869999974966049	0	1	1	3	1121	9.1899995803833	1	0	0	0	0	0	0	0	0	0	13	196	15.5	0.25	0	1	1	14.2684898376465	0	28
"29"	62.6301383972168	0	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	1	1608	20.6000003814697	0	0	1	9666	3.59999990463257	1	0	0	0	0	0	1	0	0	0	1	0	62.6301383972168	0	29
"30"	18.936990737915	1	-0.176499992609024	-0.0509999990463257	-0.0804999992251396	-0.00899999961256981	0	1	0	6	1055	445	0	0	1	93293	13.3000001907349	1	0	0	0	0	1	4	12.5	0.5	1	1	1	18.936990737915	0	30
"31"	13.1506900787354	1	-0.256000012159348	-0.0769999995827675	-0.35699999332428	-0.108000002801418	0	1	1	9	1423	81.8199996948242	1	2.77999997138977	1	491836	9.27999973297119	0	0	0	0	0	79	6400	225.75	13	6.33333301544189	1	1	13.1506900787354	0	31
"32"	22.0931491851807	1	-0.146999999880791	-0.0820000022649765	-0.35699999332428	-0.0920000001788139	1	1	1	39	1414	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	54.5	0.5	0.666666686534882	1	1	22.0931491851807	0	32
"33"	40.5369911193848	0	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	3	1608	14.7600002288818	1	0.0883999988436699	1	116868	9.52999973297119	0	0	0	0	0	108	11881	168.5	13.75	7.66666698455811	1	0	40.5369911193848	0	33
"34"	12	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	11	1608	192	1	0.0995000004768372	0	0	0	0	0	0	0	0	3	16	17.5	2.5	0.333333313465118	1	1	12	0	34
"35"	16.7671203613281	1	-0.226500004529953	-0.0549999997019768	-0.36149999499321	-0.0920000001788139	0	1	1	4	1163	0.109999999403954	1	0.0219000000506639	1	120817	7.96000003814697	0	1	0	0	0	56	3249	124	8.5	1.66666698455811	1	1	16.7671203613281	0	35
"36"	0.591780781745911	1	-0.146999999880791	-0.0820000022649765	-0.35699999332428	-0.0920000001788139	1	1	1	1	1414	0.600000023841858	1	0.0153000000864267	1	37832	2.70000004768372	0	0	0	0	0	3	16	32.25	1.25	0.333333313465118	1	1	0.591780781745911	0	36
"37"	38.9917793273926	1	-0.181500002741814	-0.0094999996945262	-0.0804999992251396	-0.00899999961256981	0	1	0	7	996	32.6300010681152	1	0.165199995040894	1	457587	3.25	0	0	0	0	0	2	9	5	0	0	1	1	38.9917793273926	0	37
"38"	40.9643783569336	1	-0.222000002861023	-0.0579999983310699	-0.0804999992251396	-0.00899999961256981	0	1	0	2	1043	54.2299995422363	1	0.0203000009059906	1	599591	3.07999992370605	0	0	0	0	0	47	2304	127	2.5	4	1	1	40.9643783569336	0	38
"39"	3.91232895851135	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	16	1608	0.219999998807907	1	0.0579000003635883	1	123767	9.0600004196167	1	0	0	0	0	24	625	324	1.25	11	1	1	3.91232895851135	0	39
"40"	12	1	0.1875	0.158999994397163	0.0489999987185001	-0.00499999988824129	1	0	0	1	1608	0.759999990463257	0	0	1	8530	3.63000011444092	0	0	1	0	0	0	1	2	0	0	1	1	12	0	40
"41"	13.4794502258301	1	0.213499993085861	0.153999999165535	-0.010499999858439	0.114000000059605	1	0	0	53	1673	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	45.5	3	0.666666686534882	1	1	13.4794502258301	0	41
"42"	15.9452104568481	1	0.213499993085861	0.153999999165535	-0.010499999858439	0.114000000059605	1	0	0	5	1708	128.479995727539	1	0.00270000007003546	0	0	0	0	0	0	0	0	188	35721	131	8.25	4	1	1	15.9452104568481	0	42
"43"	29.8191795349121	1	-0.256000012159348	-0.0769999995827675	-0.35699999332428	-0.108000002801418	0	1	1	35	1368	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	1	1	29.8191795349121	0	43
"44"	29.8191795349121	1	-0.256000012159348	-0.0769999995827675	-0.35699999332428	-0.108000002801418	0	1	1	34	1368	115.680000305176	1	0.0995000004768372	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	1	1	29.8191795349121	0	44
"45"	26.9917793273926	1	-0.264999985694885	-0.0549999997019768	-0.322499990463257	-0.0920000001788139	0	1	1	8	1237	81.8199996948242	1	2.77999997138977	1	491836	9.27999973297119	0	0	0	0	0	79	6400	225.25	8.5	8	1	1	26.9917793273926	0	45
"46"	52.043830871582	1	-0.179000005125999	-0.0570000000298023	-0.36149999499321	-0.0869999974966049	0	1	1	13	1121	32.6300010681152	1	0.165199995040894	1	457587	3.25	0	1	0	0	0	2	9	5	0	0	1	1	52.043830871582	0	46
